Counter,Location,Block,Species,Treatment,Date_04,Use_growth_04,foliar_N_mg_g_04,Date_06,Use_growth_06,foliar_N_mg_g_06,Aboveground_mass_g_dry_06,AGB_est_kg_04,AGB_est_kg_06,Ndfa_u_04,Ndfa_u_06,AGB_g_N_04,AGB_g_N_06,Nfix_g_N_u_04,Nfix_g_N_u_06,Nfix_g_N_yr_u_04,Nfix_g_N_yr_u_06,Nfix_g_N_yr_u_04_06,Nfix_g_N_kg_biomass_yr_u_04,Nfix_g_N_kg_biomass_yr_u_06,Nfix_g_N_kg_biomass_yr_u_04_06,Nfix_g_N_g_biomass_N_yr_u_04,Nfix_g_N_g_biomass_N_yr_u_06,Nfix_g_N_g_biomass_N_yr_u_04_06
98,HI,8,PSCA,MN,6/22/18,1,10.36578922,7/16/19,0,15.19931012,674.23187,0.800730823,1.000742349,NA,NA,5.910638259,7.804823796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,HI,9,PSCA,MN,6/22/18,1,11.21012024,7/16/19,1,13.6383003,NA,0.154051365,0.694672301,NA,NA,2.545110062,5.974322971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,HI,1,PSCA,PHN,6/22/18,1,19.59433216,7/16/19,1,13.95609046,NA,0.86025997,1.006262862,NA,NA,10.40008817,10.51392751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,HI,2,PSCA,PHN,6/22/18,1,14.68900198,7/16/19,0,16.83030078,118.63683,0.102272681,0.07742111,NA,NA,1.457890716,1.353719583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,HI,3,PSCA,PHN,6/22/18,1,19.2907881,7/16/19,0,NA,35.20762,0.076324791,0.050669959,NA,NA,1.557636303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,HI,4,PSCA,PHN,6/22/18,1,18.23272829,7/16/19,0,NA,242.58806,0.365196683,0.287098102,NA,NA,7.124216274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,HI,5,PSCA,PHN,6/22/18,1,15.01688321,7/16/19,1,12.41091339,162.9649,0.086263329,0.146087736,NA,NA,1.682470736,2.364638815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,HI,6,PSCA,PHN,6/22/18,0,NA,7/16/19,0,NA,NA,0.166063716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,HI,7,PSCA,PHN,6/22/18,0,NA,7/16/19,0,NA,NA,0.227336107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,HI,8,PSCA,PHN,6/22/18,1,16.93636735,7/16/19,0,14.02467787,766.66229,0.727780918,0.854209835,NA,NA,8.556194517,7.910156358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,HI,9,PSCA,PHN,6/22/18,1,18.03739188,7/16/19,0,12.32036503,963.60071,0.774146429,0.867965202,NA,NA,11.99594961,5.502145835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
